Timestamp,I am 18+ and consent to take part. I understand anomymised data will be published openly,Please enter your prolific ID (this is required to receive payment),Which of the following best describes your current work status? ,"Do you use any AI-powered tools or features in your work or daily life?  (e.g., ChatGPT, Copilot, Gemini, AI-enhanced search)? ","How often do you use digital or AI-powered tools (e.g., ChatGPT, Copilot, Gemini, AI-enhanced search) in your daily life? ",Using AI tools influences my emotional state. ,I sometimes feel emotionally flat or neutral after using AI-powered tools. ,I feel more emotionally drained after long or repeated use of AI tools ,AI tools sometimes give me a sense of relief or support when I feel overloaded. ,My mood can shift quickly during or after using AI tools and chats. ,Using AI-powered tools influences how I see myself and my abilities. ,I sometimes question what is genuinely “mine” versus shaped by suggestions from AI tools. ,AI tools affect how authentic my work or ideas feel. ,I sometimes feel less connected to my real self when I rely heavily on AI tools. ,I worry that regular use of AI systems may blur or weaken parts of my identity. ,AI tools influence how creative I feel. ,I rely on AI tools to spark ideas or creative directions. ,My creative work feels less original when AI tools are involved. ,AI tools help me express ideas more clearly or fluidly. ,AI tools make creative work easier but sometimes less meaningful. ,AI systems influence the way I think internally. ,They affect how deeply I engage with my own thoughts. ,They shape what I focus on or pay attention to. ,They influence how I process problems or decisions. ,AI systems affect my sense of meaning or purpose in some tasks. ,I use AI tools to check whether my thoughts or opinions are correct. ,I use AI tools in ways that reinforce my existing beliefs about a topic. ,I rely on AI tools to help me evaluate or question my thinking. ,I rely on digital tools or AI to validate my thinking rather than explore alternative perspectives.  ,AI tools influence how meaningful certain tasks or activities feel. ,Relying on AI systems can make me feel less connected to my core values. ,"AI systems sometimes affect my sense of authenticity in how I think, work, or express myself ",How have AI tools influenced your emotions or inner experience? ,How have AI tools influenced your creativity or originality? ,What is your age group?,Country of residence,Which of the following best describes your gender?
19/11/2025 19:36:45,Yes,60dcbb9b52603d2081d2ecac,Other,Yes,Everyday,3,2,2,6,4,3,3,4,2,2,5,5,4,7,4,3,2,6,5,3,7,4,6,2,5,2,2,I don’t really use AI in this way but I suppose sometimes I have used AI to find the answer to something or to help me fix something so I guess they have reduced my stress levels or frustration at times .,When I have been stuck I have asked AI for ideas and what the AI has suggested has helped me to focus and formulate written communication in a manner better than I would have on my own . I think AI has actually allowed me to become a bit more lazy and less creative as it sometimes does the thinking for me .,45 - 54,UK,Woman
19/11/2025 19:36:47,Yes,656bb5b282d8f0267db9d167,Employed full time,Yes,Everyday,5,4,5,5,6,6,4,5,6,6,7,7,3,6,5,5,5,6,5,5,5,4,6,6,5,6,5,They are so advanced in some aspects it makes me doubt my own abilities,They encourage me to support my ideas and trigger ways to come up with new ways of thinking,25 - 34,New Zealand,Man
19/11/2025 19:36:54,Yes,61656042f505fd7fa53e8628,Employed part-time,Yes,Everyday,1,1,1,2,1,5,2,5,2,3,5,7,2,5,2,1,1,1,3,3,3,3,3,3,3,1,3,emotions in that if designing something happy that it comes up with something i like so the emotions are good,good at designing my house but i have the initial idea ,55 - 65,UK,Woman
19/11/2025 19:36:59,Yes,5c33d22b6f160f0001349d6b,Employed full time,Yes,Everyday,6,2,2,5,5,4,4,5,3,2,6,5,3,6,4,6,6,6,5,5,7,7,6,5,4,2,3,"I occasionally chat with conversational AI chatbots such as Replika for relaxation and as an avocational tech type interest. All of these past interactions have influenced my emotions and inner feelings, i.e. acceptance of AI.","I use AI tools almost daily for search, assistance and checking data, business correspondence, etc. I also us AI assistance for organizational features in my own private home life. Everything from art, creative photo generation, to the other end of spectrum, i.e. grocery list ideas and smart shopping advice.",Over 65,US,Man
19/11/2025 19:37:11,Yes,5ed9c3054268815691ed0e2c,Self-employed / freelance,Yes,Often,3,2,2,5,3,5,3,3,2,2,4,6,2,6,3,5,4,5,5,5,6,5,5,6,3,2,2,"it can positively effect my mood if i feel productive while using it, generally nothing negative is experienced for the most part.","it can give me ideas that can aid me in tasks that i might have never considered, if i'm not coming up with ideas the ai can be helpful.",35 - 44,US,Man
19/11/2025 19:37:15,Yes,6765e63b9cbc0ec185d7e8fa,Not currently working,Yes,Often,2,1,3,6,2,4,2,5,1,1,3,5,3,6,1,5,7,2,5,1,2,6,6,1,1,7,5,"Ai helps to reduce the mental load of carrying out tasks, and this helps to give clarity to work or a project etc.",Ai promptly brings ideas and recommendations with resources that one could easily not have thought about and this in turn provides structure to projects. ,45 - 54,UK,Man
19/11/2025 19:37:18,Yes,66af5f10833b8be554d9bef1,Other,Yes,Occasionally,2,1,2,5,2,6,2,6,2,2,5,6,2,6,5,2,2,5,6,5,6,6,7,6,3,2,2,They have broadened my horizon to look at other ideas and suggestions,"AI hasnt affected my creativity or originality, but provided additional ways of tackling the same problem",Over 65,Australia,Man
19/11/2025 19:37:20,Yes,677da8e0b1ca66e55e145a31,Employed full time,Yes,Occasionally,1,2,2,7,6,6,7,7,7,6,6,6,7,7,6,6,7,6,6,5,4,6,3,3,6,6,7,Not confident enough to decide what brand to purchase online so I have to rely with it.,It makes my work looked flawless but at the same time I feel that I don't own it.,25 - 34,US,Man
19/11/2025 19:37:23,Yes,5ea0bc61287a9d0bcde12c00,Employed full time,Yes,Everyday,2,5,2,2,2,1,1,5,1,1,4,4,5,4,6,2,2,2,4,5,3,5,4,4,4,2,2,"In short, they don’t. I use AI tools as exactly that, tools.","Very slightly but no different to text or copy that I would search for , for example on Google.",55 - 65,UK,Man
19/11/2025 19:37:32,Yes,667b577210c53a5b35f2d73e,Employed part-time,No,Never,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,not at all,not at all,25 - 34,US,Woman
19/11/2025 19:37:39,Yes,6763dc05af46629317e23da3,Employed full time,Yes,Often,1,1,1,5,1,2,2,1,1,1,3,5,2,5,5,1,1,1,4,1,1,2,4,2,1,1,1,AI tools have not influenced my emotions,i think they have enhanced my creativity more by helping with idea creation,35 - 44,UK,Man
19/11/2025 19:37:39,Yes,60f4a96fa040aaa9bac2fb0b,Employed full time,Yes,Everyday,3,4,2,5,3,2,1,1,1,1,1,3,1,5,3,1,1,1,3,1,3,4,1,4,1,1,1,I don't think that they do. I use AI to support work that I am doing but have never noticed an effect on my emotions. ,I think that AI supports my creativity and allows me to be more creative. I use AI to be more efficient in tasks that would take a lot of time and require little creativity so that gives me a lot of time back but I also use AI to polish my creative ideas or to help me execute on things I couldn't do but can use AI for to help me make my visions real. I feel like I use AI as a tool to support my creative ideas but I don't give it creative control.,35 - 44,US,Woman
19/11/2025 19:37:45,Yes,583b397f54686200010f1d20,Employed full time,Yes,Occasionally,1,4,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,7,2,It hasn't changed me or affected me.  I don't find it to be very relevant.,It is a flawed system that does more harm than good.  It hasn't helped me but has caused me to do additional work to check its accuracy.,45 - 54,US,Woman
19/11/2025 19:37:52,Yes,5ee27217fd7c7c72eb755cbe,Employed full time,Yes,Often,6,5,6,7,6,6,6,7,6,6,5,5,6,5,6,5,6,5,5,6,6,5,6,5,5,6,6,They can sometimes influence my decisions thus changing my inner experience.,They can enable me to explore new ideas.,55 - 65,UK,Woman
19/11/2025 19:37:54,Yes,56e6a66af6ed900006a5867c,Employed part-time,Yes,Everyday,3,3,2,7,2,6,3,4,1,2,7,7,2,7,6,4,3,5,6,2,7,7,7,4,5,1,2,AI gives me more confidence in approaching almost all problems now. It's like having a personal tutor or guide.,"They have broadly improved it. I still feel like I am the overwhelming creative force, but AI helps me home in on and polish or improve ideas. It just helps me improve on already existing ideas in my head and reshape them for the best.",45 - 54,US,Man
19/11/2025 19:37:56,Yes,59ff1a23f2e3460001eda6d5,Employed full time,Yes,Often,3,1,1,5,2,4,2,2,2,1,4,5,4,6,2,2,2,4,3,4,5,4,5,4,3,2,2,AI can help me feel calmer about a tough task because I know it is a resource than I can use to generate ideas or get started. AI can take the pressure of some of the more mundane everyday tasks which leaves me with more energy to focus on key tasks. AI increases my productivity which allows me to feel less stressed about tight deadlines and the amount of work that needs completing. I feel more in control of my workload when I can use AI for basic administrative tasks.,AI helps me to generate ideas or thoughts for some tasks but mostly I use it to refine my ideas and develop them further. This allows me to still be creative and have original ideas but use AI to help me develop them to their full potential. ,25 - 34,UK,Woman
19/11/2025 19:37:57,Yes,59c3289b8e6ea10001f7b926,Self-employed / freelance,Yes,Occasionally,4,4,4,4,4,6,5,6,6,6,6,6,5,6,4,4,5,5,6,6,5,6,6,5,6,6,6,I use it if I have a questiona bout something or an insight and I want to discuss further.,I would use it to brainstorm some ideas or to give me leads. ,35 - 44,US,Woman
19/11/2025 19:38:03,Yes,5885129a6907b40001de425a,Employed part-time,Yes,Occasionally,2,4,2,4,4,1,1,1,4,3,2,1,5,3,4,1,1,1,3,2,4,1,3,2,2,2,3,I dont use it  enough to have any meaningful impact on me.,they can make me a little lazy and use it for a spark of inspiration instead of trying myself,35 - 44,UK,Woman
19/11/2025 19:38:07,Yes,6629e64cbe49b93f4b56cd06,Self-employed / freelance,Yes,Very often,3,2,2,5,3,2,2,3,1,1,4,6,3,6,5,3,2,4,4,3,4,5,4,5,4,2,3,They haven't really influenced those aspects of my personality.,They  have helped me generate ideas of my own by giving me examples.,45 - 54,US,Man
19/11/2025 19:38:16,Yes,6658e4ae62d843bf6874e5b3@email.prolific.com,Employed part-time,Yes,Very often,1,1,1,5,2,2,2,2,1,1,2,5,2,5,1,1,1,1,4,1,3,2,3,3,1,1,1,I have asked it personal question ,It enhanced  my creativity ,35 - 44,US,Woman
19/11/2025 19:38:16,Yes,676add84a7c12204af3e4c90,Employed full time,Yes,Often,2,2,2,2,2,2,3,5,3,4,5,3,2,4,2,1,3,5,4,4,5,5,7,2,5,2,2,I  do not think it influenced my emotions as much as i use it to research topics to get more information ,made me more productive ,35 - 44,UK,Woman
19/11/2025 19:38:18,Yes,5fce48749a6fcc0343b260c4,Not currently working,Yes,Often,4,2,2,5,3,4,1,1,1,1,5,2,1,6,5,2,2,2,3,5,1,3,2,1,5,6,3,"Sometimes they make me happy, I largely use them as a roleplay partner for writing fiction and there are some stories that I write with it that help me feel comforted if I’m having a bad day. They can frustrate me sometimes, too, because they’re not good enough to work properly all the time and it can be hard to give them direction, but that’s a pretty minor emotion. I am generally cautious with my AI usage because I have a constant low level of concern about myself using LLMs since I am already prone to distorted thinking and psychosis. I think they’d affect me much more if I wasn’t so careful. ","AI tools have helped me more fully realize my creative ideas and they’ve helped me with inspiration for some minor things featured in creative works, but I try not to outsource my thinking to them too much because I find if I rely on them too often for specific things then my skills in those areas begin to decrease. ",35 - 44,US,Non-binary
19/11/2025 19:38:22,Yes,66a7ab3a0428bc7ecb480428,Employed full time,Yes,Everyday,2,1,1,6,2,6,2,3,2,2,4,4,2,5,6,3,3,3,3,3,6,6,3,3,6,2,2,Not much influence in general,"It has widened my creative lenses, making me explore other options.",25 - 34,Canada,Man
19/11/2025 19:38:24,Yes,657f5cb338e31904b66cd970,Not currently working,Yes,Occasionally,3,5,5,5,4,2,2,4,4,3,5,2,6,5,5,5,6,5,5,5,3,4,5,5,2,5,4,They make me feel less creative and like I am cheating,they make me feel less creative because a computer does it for us.,45 - 54,US,Woman
19/11/2025 19:38:39,Yes,627bbdcbf1475a64687a8cec,Student,Yes,Very often,2,6,1,6,2,1,2,2,2,2,2,5,2,5,3,2,3,2,2,2,2,5,2,2,2,2,2,"It makes me feel happy that I can get the job done in a fast way. But overall, I don't have emotions related to AI. ","I don't feel strongly either way, I don't think I care about this, an idea that I think of is original regardless of whether I used AI to help with brainstorming. ",18 - 24,US,Woman
19/11/2025 19:38:39,Yes,6719d46fdbfd7417400b9076,Employed full time,Yes,Everyday,5,1,1,6,3,2,2,5,3,5,5,1,6,5,7,5,5,2,2,5,5,5,1,1,6,2,5,I think they can enhance excitement e.g. if researching places to explore on holiday. They can also help me work through large demands by decluttering my thought process and allowing me to think a bit clearer which means I'm less stressed and pressured.,"I think generative AI can be a launch pad for my own creative ideas and I enjoy the tools interpretation of what I'm inputting. However, it does cheapen the experience of self discovery somewhat so I don't rely on it and try to have the creative or original thoughts already in my mind before I present it to the AI.",35 - 44,UK,Man
19/11/2025 19:38:46,Yes,5ea59ffb9325e15853a82d84,Self-employed / freelance,Yes,Sometimes,1,1,1,2,1,1,1,1,6,5,1,1,7,3,7,1,1,1,1,1,4,4,1,5,1,6,3,"I am a grounded person and have a strong sense of identity so always choose my own opinions and ideas above others so it would not affect my emotions. I only use it in a very small way, say fact finding or routine descriptions of items as I believe everything else should be my own creation.","I rely on my own creativity and imagination, I just use AI to do a few routine tasks that save me time nothing that I would have to put thought into or want to be original.",45 - 54,UK,Woman
19/11/2025 19:38:52,Yes,5e9593f997af0e19c6073957,Employed full time,Yes,Often,3,4,6,5,3,6,6,7,7,7,3,3,7,7,6,2,6,3,4,2,1,5,2,6,3,6,7,"I feel a level of guilt when I use AI. I feel that I shouldn’t be using it to the extent I do, so I feel bad about that. I think it does shape my emotions - I can feel a bit hollow after using it.",I think the more I use AI the more heavily I rely on it to spark ideas and creativity. I don’t like that. I feel like it weakens my own creative abilities over time.,25 - 34,UK,Non-binary
19/11/2025 19:38:53,Yes,66723b1f7c3cf6961f0868a3,Not currently working,Yes,Sometimes,4,5,4,6,2,4,4,6,3,3,6,6,7,7,7,4,5,4,6,5,6,6,5,2,3,4,5,"AI usually challenges my thinking, or re frames my thoughts to sound more neutral and balanced. ","Initially I thought it was promising, that I could create what I had envisioned but I have found it very lacking in terms of originality. It is good for brainstorming or quick mock ups. I am referring to visual design, or art creation. ",45 - 54,Australia,Woman
19/11/2025 19:39:03,Yes,6708e405424678d90434ac89,Employed full time,Yes,Everyday,4,2,3,6,6,4,4,3,4,2,3,5,3,6,4,5,5,6,6,4,6,6,6,5,5,5,5,"Using AI tools to complete tasks helps my mind to feel at ease and my body to feel more relaxed, the experience helps me feel productive and confident in the outcome.",Using AI tools has helped polish my raw ideas and enhance them into better ideas and also help with the execution of the ideas.,35 - 44,UK,Man
19/11/2025 19:39:09,Yes,63d7a4d2ac703039f14c66dd,Employed full time,Yes,Sometimes,3,5,1,5,2,2,1,4,1,1,3,3,4,6,4,2,1,3,4,3,5,2,4,5,2,1,3,I feel quite indifferent to it. It doesn't affect my emotions much at all.,I find myself relying more on AI tools rather than using my own creativity.,25 - 34,Australia,Man
19/11/2025 19:39:16,Yes,6769cb4f6aa7227a05a25d3f,Employed full time,Yes,Sometimes,5,5,4,5,5,5,6,5,5,5,5,5,4,6,5,5,4,5,4,4,4,5,5,4,5,4,4,it has been good,very well,25 - 34,UK,Man
19/11/2025 19:39:19,Yes,667a7ab2a6179deb78e9dd1a,Employed full time,Yes,Occasionally,3,3,3,3,2,4,5,5,5,4,4,2,4,3,5,2,2,2,2,4,1,4,1,1,2,3,3,I don’t use them in ways which might.,No. I use it like a search engine ultimately ,45 - 54,UK,Man
19/11/2025 19:39:26,Yes,5e9fd8c26fae5918240e617e,Other,No,Rarely,1,1,1,2,2,3,3,4,3,4,5,5,2,2,5,1,1,1,1,1,1,1,1,1,1,3,3,No,Slightly,Over 65,UK,Man
19/11/2025 19:39:35,Yes,67769241493edf11292d6766,Employed part-time,Yes,Often,1,1,1,4,4,4,6,6,6,6,3,5,6,6,6,3,3,3,5,5,3,4,3,3,3,5,5,AI can influence me slightly but only but confirming my ideas are valid ,AI has presented me with new or improved ideas to my own ,35 - 44,UK,Woman
19/11/2025 19:39:37,Yes,67be31866f5cf32a9c47a58f,Employed full time,No,Sometimes,3,3,4,4,3,3,2,2,2,1,2,5,6,5,3,1,1,4,3,3,1,2,1,2,5,2,2,No,Made me more confident creatively ,25 - 34,Canada,Man
19/11/2025 19:39:37,Yes,5ddf3a3a23f9f1eabaf02ad5,Not currently working,Yes,Very often,3,4,2,4,2,3,3,3,3,2,4,4,3,6,3,2,2,2,2,2,4,4,4,4,3,2,2,I don’t believe it has influenced my emotions in any way - I can definitely compartmentalize my AI usage from anything going on with my feelings/emotions,They’ve helped me fine tune my vision with different creative pursuits ,35 - 44,US,Woman
19/11/2025 19:39:38,Yes,67ec682ee20a5c164c2cb5bc,Employed full time,Yes,Often,3,4,1,7,2,7,2,1,5,6,1,1,2,6,2,2,2,2,2,4,5,7,6,4,6,3,4,"Sometimes AI makes me feel understood and helps me express myself better. Other times, it feels a bit strange because i know it isn't human. It can be comforting, but also reminds me that real emotions and emotional connection come from real people.","AI mostly expands my creativity rather than replace it. It helps me explore ideas but the core still comes from me. I use it as a tool to build and expand what i already have, not to create for me.",25 - 34,UK,Man
19/11/2025 19:39:39,Yes,6773d733ef23107f61c70de7,Employed full time,Yes,Sometimes,4,5,4,5,4,4,4,4,5,4,4,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,Im quite calm since using ai ,"Negatively as I kinda rely on ai for that 
",35 - 44,UK,Woman
19/11/2025 19:39:40,Yes,6498fa4a947baf968bee6a64,Employed part-time,No,Sometimes,4,6,3,2,3,4,2,2,2,5,2,2,4,2,6,3,2,4,5,4,2,4,2,2,5,2,5,They've made me question previous methods of thinking.,I've asked AI tools to suggest recipe ideas for baking. ,25 - 34,Canada,Man
19/11/2025 19:39:41,Yes,66cec5a3fdf1fe2c010e9971,Employed full time,Yes,Very often,6,2,1,6,2,5,5,4,2,3,2,5,2,6,5,6,4,3,5,3,5,5,3,3,4,2,1,AI tools have made some tasks easier for me so I feel less stress when I need quick help. Sometimes they also make me feel more confident because I can get support fast.,AI tools help me get ideas faster and think in new ways. They give suggestions that open my mind.,45 - 54,US,Woman
19/11/2025 19:39:42,Yes,5dd38420a71de83809342ca3,Employed full time,No,Rarely,1,1,2,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,7,1,they haven't,they don't,55 - 65,US,Man
19/11/2025 19:39:50,Yes,599b1e0eb5566b0001aa8649,Not currently working,No,Rarely,2,6,7,2,3,6,1,7,6,7,1,1,7,1,4,5,7,5,5,6,1,1,2,1,7,7,7,"Although I don't typically use them, they make me feel a lot more down on myself and hopeless. It makes me feel a profound sadness that first of all I am cheating myself of an experience and second that this tool that does something that takes me hours or days in seconds or minutes. Maybe it feels less human than what I make sure, but it still just makes me question what the hell I am even doing. ","I still don't typically use AI for creative purposes, but it makes it harder to exert that energy, especially cause I just watch people use AI and make stuff that looks better than anything I can make.",25 - 34,US,Woman
19/11/2025 19:39:54,Yes,5bb775b0f1f9ba000140e7b3,Employed full time,Yes,Often,1,5,2,6,6,6,2,6,6,6,6,6,4,6,6,6,2,5,6,6,6,5,6,6,6,5,6,Made my life easier,Made it easier to create things ,35 - 44,UK,Man
19/11/2025 19:40:14,Yes,5daa828510839e0016aa193b,Student,Yes,Often,3,6,1,2,1,2,1,4,1,1,1,1,1,3,7,1,1,1,4,1,4,1,4,1,4,3,4,I think it tries to keep me in a positive mood with positive words or sentences,"Not really, I don't really use AI Tools for creative purposes, in my opinion",18 - 24,Canada,Woman
19/11/2025 19:40:15,Yes,65bc9e32e7885cd5c09a676d,Self-employed / freelance,Yes,Sometimes,2,2,6,3,1,1,4,5,1,5,3,1,5,2,4,3,1,1,1,1,1,1,1,1,4,5,4,I do not allow any AI tools to influence my emotions or inner experiences - although I have seen many instances where that has happened to other people. ,"I was one of the authors impacted by the Anthropic Court Case - AI now, in part sounds like my work. ",55 - 65,New Zealand,Woman
19/11/2025 19:40:16,Yes,666a4652568ac545524f3a81,Employed full time,Yes,Sometimes,2,1,1,5,4,2,2,4,2,5,2,2,4,5,5,4,3,4,3,3,5,4,2,2,3,4,4,"Not much, dont use it much for personal questions","More or less same, maybe slightly increase since i am not creative at all.",25 - 34,US,Man
19/11/2025 19:40:23,Yes,6544b6b0048c6646e5bf4db8,Employed part-time,No,Occasionally,3,6,6,2,4,1,1,1,1,1,2,3,2,4,7,5,1,4,6,3,7,5,5,3,3,4,5,"I get annoyed when using chatbox, i want to connect with real people","sometimes I use AI to check some facts, but I don't think it influencing my creativity. give me facts I didn't know with helps with my creativity ",45 - 54,UK,Woman
